cgpa,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,branch_Civil,branch_ECE,branch_EEE,branch_IT,branch_Mechanical
6.75,2,1,0,0,0,29.2,5.8,71.0,0,3,1,39.7,1,False,False,True,False,False
5.49,3,1,0,0,1,51.8,4.1,41.7,0,5,0,57.7,2,False,False,True,False,False
5.12,1,1,0,0,0,33.7,6.7,70.8,3,1,1,69.3,1,False,False,False,False,False
6.12,2,1,1,0,0,86.0,7.1,72.1,2,4,0,84.3,2,True,False,False,False,False
5.81,2,1,0,1,0,98.7,6.4,50.2,3,1,0,76.9,2,False,False,False,True,False
9.16,2,0,1,0,1,31.2,5.5,64.5,1,3,0,64.1,2,False,False,False,False,False
7.35,1,1,1,0,1,84.7,4.1,64.2,3,3,0,91.6,3,False,False,False,False,False
6.58,3,0,1,0,0,95.0,7.7,42.2,2,1,3,57.6,1,False,False,True,False,False
6.63,2,0,1,1,0,1.9,9.8,90.0,2,4,1,87.0,2,False,False,False,True,False
9.53,3,1,1,0,0,47.4,7.4,89.0,0,5,0,66.6,2,True,False,False,False,False
9.1,3,0,1,0,1,52.5,10.0,91.7,0,6,2,79.0,2,True,False,False,False,False
9.84,1,1,1,1,0,68.2,8.1,94.4,1,1,0,68.4,3,False,False,False,False,False
7.37,2,0,1,1,0,79.9,5.4,75.6,1,3,0,59.8,2,False,False,True,False,False
6.71,1,1,1,0,0,12.6,4.1,76.6,2,2,0,65.4,2,False,False,True,False,False
7.35,2,0,1,0,1,41.1,7.2,75.4,0,3,0,60.7,2,False,False,False,True,False
8.23,1,1,0,0,0,26.0,6.7,41.9,0,5,1,56.9,1,False,False,False,True,False
8.41,1,0,1,0,1,44.8,10.0,63.1,0,5,3,73.6,2,False,False,True,False,False
5.81,1,0,1,1,1,38.8,4.2,66.9,1,4,0,72.3,3,False,False,False,False,False
7.1,2,0,1,0,0,41.1,8.1,63.4,0,1,0,41.2,1,False,False,False,True,False
7.36,2,1,0,1,1,64.1,9.5,73.2,1,5,0,90.6,3,True,False,False,False,False
5.41,3,1,0,0,0,90.0,10.0,57.8,0,1,0,49.8,1,False,True,False,False,False
6.15,1,0,1,0,1,61.2,5.7,79.2,1,4,0,66.9,2,False,False,False,False,False
8.55,2,0,0,0,0,19.9,6.8,84.9,0,2,0,27.1,0,False,False,True,False,False
8.15,3,0,1,0,0,18.7,8.4,70.1,2,1,0,56.8,1,False,False,False,False,True
7.71,2,1,1,0,0,39.8,7.4,44.5,3,3,0,88.6,2,False,True,False,False,False
8.22,3,1,0,0,0,83.5,8.4,92.4,2,6,0,84.7,1,False,False,True,False,False
7.95,3,0,0,0,1,32.4,8.0,61.5,1,1,1,48.5,1,False,True,False,False,False
8.7,2,1,1,1,0,90.1,8.8,90.4,0,4,0,77.4,3,False,False,False,False,True
8.34,1,0,0,1,1,34.6,10.0,58.6,0,4,0,73.6,2,False,False,False,True,False
8.65,2,1,0,0,1,25.1,7.5,56.5,2,3,2,80.5,2,False,False,False,True,False
6.37,3,1,1,0,0,74.1,8.3,49.8,3,4,1,98.7,2,False,False,False,False,True
8.33,3,1,1,1,0,26.2,4.1,88.4,0,3,0,54.1,3,False,False,True,False,False
8.94,3,1,1,0,0,69.7,5.1,45.5,0,5,1,58.7,2,False,False,False,False,False
6.21,2,0,1,1,0,79.2,6.8,85.1,0,6,1,67.6,2,False,False,False,False,True
7.51,3,0,0,0,0,77.1,4.6,49.6,1,3,1,41.2,0,False,True,False,False,False
9.4,1,0,0,1,1,60.6,6.3,64.9,1,6,1,79.9,2,True,False,False,False,False
7.01,1,1,0,1,0,94.4,5.5,46.0,1,4,0,67.3,2,True,False,False,False,False
9.83,2,1,1,0,0,35.7,6.1,95.3,0,5,0,58.9,2,False,True,False,False,False
5.45,2,0,1,0,0,51.7,4.1,55.9,1,6,1,66.6,1,False,False,False,False,False
6.95,2,0,0,0,0,87.4,9.9,89.0,2,6,1,81.5,0,False,False,False,False,False
6.79,3,1,0,0,0,17.4,5.5,93.4,1,3,1,55.5,1,False,False,False,True,False
5.66,3,0,0,0,0,61.3,8.4,91.5,2,3,0,57.0,0,False,False,False,False,False
6.22,3,0,0,0,1,61.3,9.1,81.9,1,3,0,64.2,1,False,False,False,False,False
7.25,3,1,1,1,1,86.0,8.2,54.7,1,4,0,95.0,4,False,False,False,True,False
6.29,3,0,1,0,1,3.3,6.4,61.5,0,2,0,48.2,2,False,False,False,False,False
6.45,2,1,0,0,0,93.7,6.3,79.8,0,1,0,32.0,1,False,False,True,False,False
5.56,1,1,0,0,0,73.9,8.9,98.9,0,5,0,66.1,1,False,True,False,False,False
5.5,1,0,1,1,0,5.5,7.2,96.1,1,6,0,81.8,2,False,True,False,False,False
5.05,2,1,0,0,0,89.1,6.6,95.2,2,6,1,80.0,1,False,False,False,False,False
5.43,1,0,1,1,1,49.1,4.7,57.6,0,4,0,60.5,3,True,False,False,False,False
7.57,3,1,0,0,1,44.3,4.4,72.1,2,4,0,72.5,2,False,True,False,False,False
5.11,1,1,0,0,1,19.9,8.9,64.8,0,4,0,69.9,2,False,True,False,False,False
5.12,2,0,0,1,0,89.8,9.5,62.1,1,5,0,71.4,1,False,False,False,False,True
6.55,3,0,0,0,0,83.2,4.7,97.8,0,5,0,34.3,0,False,True,False,False,False
5.95,1,1,1,0,1,98.0,9.0,81.3,1,5,0,95.5,3,True,False,False,False,False
5.33,1,0,0,0,0,9.6,6.1,49.5,0,4,1,42.7,0,False,False,True,False,False
9.71,1,1,1,0,0,74.7,9.9,44.7,2,6,0,102.8,2,False,False,False,True,False
5.18,2,0,1,0,0,97.7,5.5,67.8,1,2,0,51.4,1,False,True,False,False,False
5.3,3,1,0,0,1,17.1,6.8,45.7,1,2,0,59.2,2,False,False,False,False,True
5.23,1,1,1,0,1,49.1,7.5,60.2,0,4,0,68.4,3,False,False,True,False,False
6.28,1,1,1,0,0,47.5,7.5,47.3,3,1,1,72.7,2,False,False,False,False,True
6.12,3,0,0,0,0,45.0,5.1,43.4,0,3,0,34.6,0,False,True,False,False,False
9.78,2,1,0,0,0,62.5,6.8,83.9,1,4,0,57.7,1,False,True,False,False,False
5.06,2,1,0,1,1,0.3,4.8,70.9,1,6,0,83.6,3,False,False,False,False,False
8.14,3,1,1,0,1,49.5,8.4,89.4,0,3,1,70.8,3,False,False,False,True,False
9.44,1,0,0,0,0,53.0,9.5,98.2,0,5,0,56.5,0,True,False,False,False,False
8.47,1,1,1,1,0,39.7,9.9,99.3,1,2,2,79.2,3,False,False,True,False,False
7.4,1,1,0,0,1,98.6,7.4,73.0,1,5,0,73.8,2,False,True,False,False,False
8.53,3,0,1,0,1,59.1,8.4,50.8,1,3,3,65.4,2,False,True,False,False,False
8.78,3,1,1,0,1,1.8,8.8,68.8,2,6,1,104.9,3,False,False,False,True,False
7.48,1,0,0,0,0,53.6,4.8,76.4,1,5,1,49.5,0,False,False,False,True,False
5.25,1,1,0,0,0,48.3,5.0,42.6,0,6,1,55.0,1,False,False,False,True,False
9.96,3,1,1,0,0,52.8,4.2,58.7,3,3,1,74.4,2,True,False,False,False,False
9.4,3,0,1,0,0,64.4,5.0,99.3,0,6,0,57.8,1,True,False,False,False,False
7.3,1,1,1,1,1,33.5,5.5,44.7,2,5,0,106.2,4,False,True,False,False,False
8.81,1,0,1,0,1,70.6,8.2,97.9,0,6,0,72.5,2,False,False,False,False,False
8.69,3,1,0,0,0,15.8,6.6,85.9,0,6,0,57.0,1,False,True,False,False,False
6.66,2,1,1,0,1,57.2,7.1,78.7,1,2,0,70.6,3,False,False,True,False,False
7.15,1,0,0,0,1,52.7,9.1,43.6,0,4,0,60.8,1,False,False,False,True,False
7.85,1,1,0,0,1,84.3,4.7,89.9,2,5,0,76.9,2,False,False,True,False,False
6.95,2,0,1,1,1,81.1,5.2,93.7,1,5,0,83.9,3,True,False,False,False,False
5.5,1,1,0,0,1,39.8,5.3,50.6,2,1,0,57.1,2,False,False,False,False,False
7.96,1,1,0,1,0,66.9,6.0,64.6,0,6,0,70.8,2,False,False,True,False,False
7.52,3,1,1,0,0,85.4,5.5,92.6,0,2,0,46.6,2,False,False,False,False,False
9.19,2,0,0,0,1,81.3,7.4,51.4,0,6,0,60.1,1,False,False,False,False,True
9.04,2,0,0,0,0,24.1,8.5,43.2,1,6,0,69.3,0,False,False,True,False,False
7.87,1,1,0,1,1,60.0,7.5,46.7,2,6,1,100.7,3,True,False,False,False,False
5.46,3,0,0,0,0,66.4,5.8,83.1,0,1,0,23.6,0,False,True,False,False,False
6.94,2,1,1,0,0,92.1,6.2,80.1,1,2,1,55.2,2,False,False,False,False,True
8.41,2,0,1,1,0,13.1,4.7,90.4,1,4,0,65.6,2,True,False,False,False,False
7.81,3,1,1,0,0,59.0,5.6,60.4,0,3,3,47.1,2,True,False,False,False,False
7.69,2,1,0,0,1,37.0,4.8,85.5,1,2,0,58.3,2,False,False,True,False,False
6.35,1,0,0,1,0,66.9,5.7,71.4,1,2,0,48.7,1,False,True,False,False,False
5.79,2,0,1,0,1,5.1,7.0,59.9,1,4,0,68.2,2,False,False,False,False,False
9.62,3,1,0,1,0,83.3,4.6,66.2,1,2,0,49.4,2,False,True,False,False,False
9.29,2,0,1,1,0,28.9,7.8,76.0,2,4,0,79.0,2,False,False,False,False,True
9.66,1,1,1,1,0,9.9,5.5,48.2,1,6,0,83.7,3,False,False,False,True,False
9.1,3,0,0,0,0,78.6,6.4,54.2,2,2,0,49.4,0,False,False,False,True,False
8.27,1,1,1,1,0,60.8,9.1,95.1,0,3,0,71.8,3,False,False,True,False,False
5.28,1,1,0,0,1,22.6,4.1,65.1,0,6,2,62.6,2,False,False,False,False,True
8.17,3,1,0,1,1,12.7,9.9,74.1,1,6,0,101.6,3,False,True,False,False,False
5.34,2,1,0,0,1,47.4,4.4,93.4,0,2,0,41.8,2,False,True,False,False,False
7.93,1,1,1,0,0,86.2,7.8,81.7,0,1,0,43.6,2,False,False,False,False,False
5.65,2,1,1,0,0,97.7,7.9,68.9,3,2,0,83.3,2,False,False,False,True,False
5.2,2,1,0,0,0,67.7,8.6,68.4,1,2,1,52.9,1,False,False,False,True,False
9.79,3,0,0,0,0,3.3,8.5,45.8,0,1,0,27.5,0,False,False,True,False,False
10.0,1,0,0,0,0,35.5,8.2,51.0,1,5,0,60.3,0,False,False,False,True,False
7.29,3,1,0,1,0,21.1,6.1,41.4,1,6,0,79.1,2,False,True,False,False,False
5.81,1,0,1,0,1,13.0,8.6,44.1,0,5,2,74.7,2,True,False,False,False,False
5.71,2,1,0,0,0,2.2,5.3,72.2,1,3,1,46.7,1,False,True,False,False,False
9.99,2,0,1,0,1,38.4,9.6,76.6,2,5,0,95.1,2,False,True,False,False,False
8.57,2,1,0,0,0,21.5,5.2,99.4,2,2,1,51.6,1,True,False,False,False,False
7.38,2,1,1,0,1,71.9,7.9,71.2,1,4,0,87.4,3,False,False,True,False,False
7.99,1,0,0,0,1,72.5,8.8,98.9,3,2,0,79.1,1,True,False,False,False,False
7.43,2,0,0,0,0,96.7,7.4,72.1,1,5,2,61.1,0,False,False,False,True,False
7.42,2,1,1,0,0,59.2,8.7,95.6,0,2,0,55.7,2,False,False,False,True,False
8.49,1,1,0,0,0,77.2,9.5,50.1,1,4,0,63.9,1,False,False,False,True,False
7.19,2,1,0,0,0,28.2,5.6,76.3,2,5,0,74.5,1,True,False,False,False,False
9.34,3,0,1,0,0,95.3,8.1,68.2,1,2,0,53.9,1,False,True,False,False,False
8.63,1,0,0,0,0,64.6,6.4,44.7,1,2,0,37.1,0,False,False,False,True,False
9.89,3,1,1,1,1,17.2,7.7,81.6,2,4,1,105.1,4,False,True,False,False,False
6.71,1,1,0,1,1,34.1,4.8,51.7,0,2,2,58.1,3,False,True,False,False,False
7.43,1,0,0,1,1,71.6,9.3,59.2,1,4,0,80.6,2,False,False,False,False,False
5.6,3,0,0,0,0,39.0,5.4,52.9,1,4,3,49.7,0,True,False,False,False,False
5.35,3,0,0,0,0,29.2,7.3,56.6,1,6,0,62.3,0,False,True,False,False,False
9.02,1,0,1,0,0,12.3,9.0,78.8,2,5,0,85.2,1,False,False,True,False,False
7.21,2,1,0,1,0,4.2,4.3,46.2,1,4,0,63.3,2,False,False,False,False,False
7.93,2,1,0,0,0,51.8,8.2,49.9,1,6,0,69.9,1,False,False,False,False,False
9.39,1,1,0,1,0,65.4,4.7,94.3,0,3,0,49.6,2,True,False,False,False,False
5.9,3,1,1,0,1,22.1,9.7,57.2,0,5,0,81.9,3,True,False,False,False,False
9.08,1,0,1,1,1,93.5,7.2,85.0,1,4,0,84.5,3,True,False,False,False,False
9.68,3,1,0,1,0,1.8,7.6,61.9,1,5,1,77.4,2,False,False,False,False,True
9.12,1,1,0,0,1,23.6,9.5,80.0,1,5,0,79.9,2,False,False,False,False,False
8.01,3,0,0,0,1,33.0,6.8,45.2,1,5,0,63.4,1,False,False,False,False,False
6.99,2,0,0,1,1,17.0,9.4,83.3,2,6,1,101.9,2,False,False,False,False,True
5.35,1,0,0,0,0,48.7,7.2,69.1,1,4,1,47.5,0,False,True,False,False,False
8.1,1,1,1,0,1,79.7,4.6,80.7,3,3,0,86.9,3,False,False,False,True,False
6.19,3,1,0,0,0,15.9,8.3,93.9,0,2,0,49.1,1,False,False,False,True,False
6.24,2,1,0,1,0,23.5,9.2,40.4,1,2,0,64.7,2,False,False,True,False,False
8.31,2,0,1,0,1,66.8,7.7,94.3,2,2,0,71.3,2,True,False,False,False,False
8.3,1,1,0,1,1,48.1,4.4,78.9,1,2,1,63.6,3,False,False,True,False,False
5.86,2,0,1,1,1,47.5,8.2,67.3,1,4,1,81.9,3,False,False,False,True,False
9.65,3,1,0,1,0,15.2,4.5,42.8,2,2,0,65.4,2,False,True,False,False,False
8.63,2,1,0,0,1,68.9,5.1,63.5,1,4,0,65.8,2,False,False,True,False,False
9.94,2,0,0,0,1,79.3,6.9,58.3,1,1,1,41.7,1,False,False,False,True,False
8.19,2,1,1,1,0,53.1,9.0,44.5,0,5,0,85.6,3,False,True,False,False,False
9.88,1,0,0,1,0,67.5,5.8,51.9,0,5,1,54.6,1,False,False,False,True,False
5.03,2,1,0,0,0,98.4,5.9,76.3,0,2,1,39.0,1,False,True,False,False,False
6.2,3,1,0,0,0,91.3,9.7,64.6,0,6,0,65.0,1,False,True,False,False,False
9.59,1,1,0,0,0,43.0,8.4,81.1,0,1,0,39.2,1,False,False,False,False,False
8.4,1,1,0,0,1,29.8,8.7,63.6,0,6,2,73.3,2,False,False,False,True,False
9.18,3,1,0,1,1,72.0,5.3,94.3,1,6,1,85.0,3,False,False,True,False,False
6.74,1,1,0,1,1,24.0,9.7,62.9,1,3,0,88.6,3,False,False,False,True,False
8.97,1,1,1,0,0,61.0,5.6,81.9,0,2,0,47.4,2,False,False,False,False,False
6.46,2,1,1,0,0,62.0,6.0,65.1,0,3,0,56.1,2,False,False,False,True,False
7.06,2,1,1,1,0,76.1,8.3,94.2,0,2,2,61.0,3,False,False,False,True,False
9.29,1,1,0,0,1,25.4,6.6,43.4,1,3,0,64.0,2,True,False,False,False,False
5.77,1,0,1,0,0,27.9,9.2,59.3,1,2,1,60.9,1,True,False,False,False,False
7.23,2,0,1,0,0,84.2,6.9,84.9,2,1,0,51.4,1,True,False,False,False,False
9.33,1,1,0,0,0,24.1,7.0,96.7,1,2,0,50.5,1,False,False,False,True,False
8.25,2,1,1,0,1,20.7,8.1,94.8,1,3,0,74.7,3,True,False,False,False,False
8.48,1,1,0,1,0,11.6,4.1,44.0,0,2,0,44.8,2,False,False,False,False,True
7.94,2,0,1,0,1,79.0,4.5,74.7,1,5,1,73.5,2,False,True,False,False,False
9.06,3,1,1,0,0,4.0,4.9,97.9,1,6,0,76.3,2,False,False,False,False,True
5.16,3,1,1,0,1,83.9,4.0,94.5,2,4,1,78.4,3,False,False,False,False,True
5.43,3,1,1,0,0,75.0,5.3,93.9,0,5,0,59.7,2,True,False,False,False,False
9.74,1,0,0,1,1,55.0,8.2,66.6,1,4,0,77.5,2,False,False,True,False,False
9.02,3,1,0,0,1,49.3,4.1,97.3,1,4,0,64.6,2,False,True,False,False,False
7.28,2,1,1,0,0,77.9,7.7,82.0,2,6,0,97.2,2,False,False,False,False,False
7.34,1,1,0,1,0,43.5,8.1,84.6,0,4,0,59.4,2,False,False,False,False,False
7.22,2,0,0,1,0,53.4,6.7,98.6,0,5,0,50.7,1,False,False,False,False,True
7.02,3,1,0,1,0,62.4,5.7,63.6,1,6,1,80.0,2,False,False,False,False,False
8.65,2,1,0,0,0,51.2,5.8,62.1,0,1,1,32.7,1,False,False,False,True,False
7.56,2,1,1,0,1,47.6,8.0,85.8,0,1,0,60.2,3,True,False,False,False,False
7.12,2,1,0,0,1,10.9,5.0,76.3,0,6,1,61.2,2,True,False,False,False,False
8.53,1,1,1,0,0,5.9,7.2,53.7,1,4,0,75.8,2,False,False,False,False,True
6.16,1,1,1,1,0,4.3,9.5,95.1,1,3,0,80.6,3,False,False,False,True,False
6.69,2,0,1,0,1,79.1,7.0,61.8,0,3,0,51.9,2,False,False,False,False,False
8.58,1,0,0,0,0,68.1,5.1,71.5,2,1,0,37.9,0,False,False,False,True,False
9.55,3,1,0,0,1,41.7,5.9,97.5,1,1,0,55.5,2,True,False,False,False,False
6.56,3,1,1,0,1,34.4,7.0,74.0,1,4,0,77.0,3,True,False,False,False,False
9.55,1,0,0,1,0,53.1,6.7,73.3,0,3,0,48.7,1,False,False,False,False,False
8.27,1,0,1,0,1,60.9,6.1,46.8,0,4,0,54.2,2,False,True,False,False,False
8.13,2,1,0,0,1,76.4,7.1,53.6,1,5,0,72.7,2,False,False,False,True,False
7.47,3,1,1,0,0,17.5,8.6,64.0,1,5,1,78.1,2,True,False,False,False,False
6.09,1,0,1,1,1,0.4,7.0,82.3,0,6,0,80.3,3,False,False,False,False,True
6.67,1,1,1,0,1,92.9,6.3,41.6,2,3,0,84.9,3,False,False,False,False,True
9.39,3,1,1,1,1,70.8,9.0,81.8,1,3,1,88.6,4,False,False,False,False,False
5.69,2,1,1,0,0,87.3,8.5,79.6,1,4,0,71.6,2,False,False,False,True,False
6.44,1,0,0,1,0,94.3,6.8,90.6,0,5,0,57.2,1,False,False,False,False,False
6.79,2,1,0,1,1,42.9,7.0,50.6,1,5,0,90.9,3,False,True,False,False,False
5.52,2,1,1,1,0,12.4,6.2,65.8,2,2,0,77.4,3,False,False,False,False,False
6.9,2,1,1,1,0,24.6,9.9,69.3,1,2,0,83.7,3,False,False,True,False,False
6.4,1,1,1,0,1,6.5,4.8,47.2,3,5,0,100.0,3,False,False,True,False,False
9.5,3,1,1,0,0,40.1,8.7,48.3,1,5,0,83.3,2,True,False,False,False,False
7.57,3,1,1,0,0,57.7,6.3,79.4,2,5,0,79.2,2,True,False,False,False,False
9.67,3,0,1,0,1,26.5,6.0,72.9,0,6,1,67.9,2,False,False,True,False,False
5.75,1,0,1,0,0,92.5,9.4,64.1,1,2,1,61.1,1,False,False,False,False,False
6.57,3,1,1,0,1,47.6,4.8,51.6,0,1,0,48.5,3,False,False,False,False,True
9.39,3,1,1,0,0,98.5,8.6,41.6,0,6,0,73.6,2,False,False,True,False,False
9.22,3,0,1,0,0,34.3,5.9,71.0,1,6,0,66.1,1,True,False,False,False,False
7.84,3,1,1,0,0,49.6,8.2,69.1,0,1,0,52.5,2,False,True,False,False,False
8.59,3,1,1,1,1,60.1,5.9,61.4,1,1,1,68.4,4,True,False,False,False,False
5.38,1,0,1,0,1,99.3,6.6,72.3,0,1,2,41.6,2,False,False,False,False,False
5.28,2,0,1,1,0,97.9,6.2,97.6,3,5,0,90.6,2,False,False,True,False,False
9.36,1,1,1,1,1,37.9,6.5,57.6,0,5,0,88.7,4,False,False,False,False,True
9.31,1,0,1,1,1,70.7,7.6,70.9,0,3,1,71.5,3,False,False,True,False,False
8.08,3,1,0,1,0,48.0,7.3,60.3,2,4,1,79.3,2,True,False,False,False,False
6.94,2,1,1,1,1,57.6,7.4,94.3,0,2,0,75.9,4,False,True,False,False,False
8.87,2,1,0,0,0,64.0,9.0,42.0,0,1,0,38.7,1,False,False,True,False,False
9.98,2,1,1,0,1,59.6,4.6,64.0,0,6,0,78.0,3,False,False,False,False,False
9.84,3,1,0,1,1,41.8,7.6,55.8,2,2,0,86.0,3,False,False,False,False,False
8.99,1,1,1,0,1,31.9,6.2,58.0,1,5,0,87.7,3,False,False,False,False,False
8.57,3,1,1,0,0,31.2,9.4,87.8,2,2,0,74.4,2,False,False,False,True,False
9.43,3,0,1,0,0,3.6,9.8,80.5,1,4,3,67.5,1,True,False,False,False,False
7.91,2,1,0,0,1,67.4,8.8,77.8,2,5,0,92.7,2,True,False,False,False,False
5.3,1,1,1,0,1,53.7,6.8,70.7,1,3,0,80.1,3,False,False,False,False,True
5.21,2,0,1,0,0,1.2,9.7,84.3,1,6,3,83.8,1,False,False,False,False,False
9.42,1,0,1,0,0,39.6,9.2,72.3,2,6,0,85.8,1,False,True,False,False,False
7.18,1,0,1,1,0,22.6,9.6,68.1,2,6,1,97.9,2,False,False,False,False,True
9.68,2,1,1,0,1,13.5,9.4,42.5,1,3,0,86.9,3,False,False,False,False,False
5.22,1,1,0,1,0,94.4,5.4,56.8,1,1,0,54.4,2,False,False,False,False,False
9.28,2,0,1,1,0,81.3,6.4,83.7,0,6,0,73.2,2,False,True,False,False,False
6.46,2,1,1,0,0,68.1,5.2,78.4,0,6,0,64.4,2,False,False,True,False,False
5.14,3,0,0,1,1,61.6,9.3,54.8,3,3,0,91.6,2,False,False,False,True,False
8.35,3,1,1,0,0,16.7,5.9,46.2,2,2,2,69.8,2,False,False,True,False,False
5.53,2,1,0,1,0,99.6,5.1,62.7,0,3,0,46.0,2,False,False,False,False,False
6.54,2,1,0,0,1,77.1,7.9,54.8,0,5,0,64.9,2,False,True,False,False,False
9.15,2,1,0,1,0,72.6,6.0,66.8,1,4,0,69.2,2,False,True,False,False,False
8.12,2,1,1,0,1,73.8,6.3,96.2,0,1,0,52.6,3,False,False,True,False,False
9.4,3,1,0,0,0,68.0,9.0,48.8,0,6,1,62.3,1,False,False,False,True,False
8.08,3,1,0,1,0,7.8,7.9,98.6,0,4,0,61.9,2,False,False,False,False,True
5.62,1,1,1,0,1,32.5,6.1,50.8,2,4,0,89.4,3,False,True,False,False,False
7.2,1,1,0,0,0,57.4,6.4,91.0,1,3,0,55.7,1,False,False,False,False,False
5.13,1,1,0,1,0,38.6,4.6,60.6,3,6,1,89.4,2,False,False,False,False,False
9.31,3,0,1,0,0,33.6,9.9,91.4,2,4,0,79.1,1,False,False,False,True,False
5.08,1,0,1,0,0,7.9,8.0,51.1,0,1,3,40.1,1,True,False,False,False,False
9.8,2,1,0,0,1,49.3,7.4,50.0,2,2,1,67.4,2,False,True,False,False,False
6.98,2,0,0,1,1,90.7,9.9,52.5,1,3,1,75.6,2,False,False,True,False,False
5.19,3,0,1,0,0,80.6,7.9,77.1,2,5,0,77.4,1,False,False,True,False,False
9.63,2,0,0,0,1,32.7,9.5,55.4,0,4,1,56.9,1,False,False,True,False,False
7.27,3,1,0,0,1,85.4,7.1,83.7,1,4,1,69.9,2,False,False,False,True,False
5.79,1,0,1,0,0,79.6,6.4,83.2,1,3,2,49.4,1,False,True,False,False,False
5.35,1,0,0,1,1,13.3,6.1,43.2,1,2,1,60.6,2,False,False,True,False,False
7.79,1,1,0,0,0,74.6,5.8,92.8,0,3,0,38.8,1,False,False,True,False,False
9.71,3,1,1,0,1,92.3,6.9,89.0,0,1,1,57.7,3,False,False,False,False,True
5.07,1,0,1,0,1,80.4,5.6,96.2,0,3,0,52.2,2,False,False,False,False,True
7.84,1,1,0,0,0,76.7,5.4,95.2,1,2,0,49.2,1,False,False,True,False,False
7.43,2,0,1,1,0,57.7,7.3,64.1,3,1,0,81.4,2,False,False,False,False,False
5.02,1,1,1,0,1,81.9,5.3,94.3,2,3,3,82.9,3,False,False,False,False,False
5.66,2,1,1,1,0,90.3,5.3,75.8,1,6,3,85.6,3,True,False,False,False,False
7.83,1,1,0,1,1,73.2,5.8,84.8,0,2,1,60.2,3,False,False,True,False,False
7.15,2,1,0,1,0,97.8,8.9,73.3,3,3,0,92.7,2,False,False,False,False,True
5.79,3,1,0,0,0,74.8,5.6,92.9,2,4,0,62.6,1,False,False,False,False,False
6.64,2,1,1,0,0,21.2,7.9,98.3,1,5,0,75.4,2,False,False,False,False,True
6.0,3,0,0,1,0,19.5,7.6,62.7,2,2,0,58.4,1,False,False,True,False,False
5.69,3,0,1,0,1,66.3,5.6,95.3,3,4,0,86.3,2,False,False,False,False,False
5.42,2,1,1,1,0,67.1,5.4,66.3,0,3,0,62.0,3,False,True,False,False,False
8.41,3,1,0,1,1,2.5,8.3,60.7,0,4,0,74.6,3,True,False,False,False,False
9.44,1,0,0,0,1,42.4,9.1,52.8,0,3,0,53.8,1,False,False,False,True,False
7.19,3,1,1,1,1,76.2,9.9,87.8,1,3,1,91.4,4,False,False,False,False,True
6.71,3,1,0,1,0,95.1,7.7,82.4,0,6,0,77.4,2,False,False,False,True,False
5.83,2,1,0,0,1,43.6,6.1,81.4,2,1,0,60.7,2,False,True,False,False,False
8.55,3,1,0,0,1,90.7,6.2,94.4,2,6,1,89.7,2,False,False,True,False,False
6.27,2,1,0,0,1,15.6,9.3,82.2,0,1,0,51.7,2,False,False,False,False,False
8.68,1,1,0,0,0,84.8,9.7,79.7,1,5,2,75.2,1,False,False,False,False,False
5.53,2,0,1,1,0,21.3,6.6,97.5,0,2,0,49.3,2,False,False,False,True,False
5.79,3,1,1,1,0,72.6,7.0,49.7,3,3,0,92.1,3,True,False,False,False,False
6.6,3,0,0,0,0,66.2,4.4,93.5,1,5,0,46.8,0,False,False,True,False,False
9.13,1,1,0,0,1,26.5,6.6,69.5,2,2,0,69.9,2,True,False,False,False,False
6.24,2,1,1,1,0,49.3,5.1,58.5,0,3,0,63.0,3,True,False,False,False,False
6.84,2,0,1,0,1,42.9,9.0,82.1,0,2,0,58.5,2,False,True,False,False,False
7.68,3,1,0,0,1,21.4,5.2,64.8,0,6,0,65.0,2,False,False,False,False,True
9.97,1,1,0,0,0,16.0,8.7,63.9,1,2,1,58.1,1,False,False,False,False,True
6.93,1,0,0,0,0,55.9,4.4,75.3,0,2,0,22.3,0,False,False,False,False,False
7.6,2,1,0,1,1,78.2,5.2,45.2,1,5,0,76.6,3,True,False,False,False,False
5.6,1,1,0,0,0,3.5,4.4,62.4,0,1,1,32.7,1,False,False,False,False,False
7.13,2,1,1,0,0,20.2,5.2,79.0,1,6,0,79.0,2,False,False,True,False,False
5.39,2,1,1,0,0,31.2,9.4,55.8,3,2,0,91.3,2,False,False,False,True,False
5.96,2,1,1,0,1,64.0,8.7,54.4,1,6,0,92.6,3,False,False,True,False,False
6.09,1,1,1,0,0,2.0,4.6,41.2,1,6,0,73.5,2,False,False,True,False,False
9.51,1,1,0,0,0,59.7,7.8,44.8,2,2,0,65.0,1,False,False,False,False,True
9.29,1,1,1,0,0,12.3,5.6,88.2,1,5,0,68.7,2,False,False,False,True,False
5.45,3,0,0,0,0,7.3,8.6,45.5,0,3,0,45.7,0,True,False,False,False,False
7.78,2,0,1,0,0,96.0,7.3,88.5,0,6,0,65.8,1,True,False,False,False,False
7.29,2,1,0,0,1,32.7,5.0,75.5,0,1,1,45.0,2,False,True,False,False,False
9.87,1,1,1,0,0,59.2,6.7,68.0,0,6,0,69.1,2,False,False,False,True,False
6.14,3,1,1,0,1,0.1,7.5,56.9,2,2,0,83.1,3,False,True,False,False,False
7.94,2,1,1,1,1,63.0,5.6,91.7,0,2,0,71.6,4,False,False,False,True,False
